METER_NO,CATEGORY,STREET,SUBURB,MAX_STAY_HRS,RESTRICTIONS,OPERATIONAL_DAY,OPERATIONAL_TIME,TAR_ZONE,TAR_RATE_WEEKDAY,TAR_RATE_AH_WE,LOC_DESC,VEH_BAYS,MC_BAYS,MC_RATE,LONGITUDE,LATITUDE,MOBILE_ZONE,MAX_CAP_CHG,ObjectId,geo_shape,geo_point_2d,VEH_BAYS_INT
4287,Hybrid,MCDOUGALL ST,MILTON,3,NONE,MON-FRI,8AM-4PM,"Zone 1, 15 min free",6.85,,McDougall St between Walsh St & Crombie St in Milton,23,0,,153.006769,-27.470566,4000241,,413,"{""coordinates"": [153.006769, -27.47056600000002], ""type"": ""Point""}","-27.47056600000002, 153.006769",23
4288,TICKETLESS METER MULTISPACE,EAGLE TCE,BRISBANE CITY,12,NONE/SPECIAL TMP - NO STOPPING - AUTH VEHICLE EXC,MON-FRI,7AM-7PM,Zone 1,4.5,,Eagle Tce between Skew St & Coronation Dve in CBD,11,0,,153.014559,-27.46695,4000161,18.25,414,"{""coordinates"": [153.014559, -27.466950000000022], ""type"": ""Point""}","-27.466950000000022, 153.014559",11
4289,TICKETLESS METER MULTISPACE,EAGLE TCE,BRISBANE CITY,3,NONE,MON-FRI,7AM-7PM,Zone 1,6.85,,Eagle Tce between Coronation Dve & Quay Tce in CBD,7,0,,153.014356,-27.467211,4000162,,415,"{""coordinates"": [153.014356, -27.467210999999985], ""type"": ""Point""}","-27.467210999999985, 153.014356",7
4290,TICKETLESS METER MULTISPACE,WICKHAM TCE,BRISBANE CITY,4,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",4.5,2.55,Wickham Tce between Albert St & Leichhardt St in Spring Hill,16,0,,153.02079,-27.46309,4000143,,416,"{""coordinates"": [153.02079, -27.46309], ""type"": ""Point""}","-27.46309, 153.02079",16
4291,TICKETLESS METER MULTISPACE,WICKHAM TCE,BRISBANE CITY,4,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",4.5,2.55,Wickham Tce between Albert St & Leichhardt St in Spring Hill,12,0,,153.020511,-27.463666,4000143,,417,"{""coordinates"": [153.020511, -27.463666000000014], ""type"": ""Point""}","-27.463666000000014, 153.020511",12
4292,TICKETLESS METER MULTISPACE,TURBOT ST,BRISBANE CITY,3,"CLEARWAY 7AM-9AM,4PM-7PM MON-FRI TOWAWAY",7 DAYS,"9AM-4PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)",Zone 1,6.85,3.7,Turbot St between Edward St & Wickham Tce in CBD,12,0,,153.026936,-27.464819,4000149,,418,"{""coordinates"": [153.02693600000003, -27.46481899999999], ""type"": ""Point""}","-27.46481899999999, 153.02693600000003",12
4293,TICKETLESS METER MULTISPACE,RAFF ST,SPRING HILL,3,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Raff St between Turbot St & Hocker St in CBD,4,0,,153.029171,-27.462323,4000151,,419,"{""coordinates"": [153.029171, -27.462323000000023], ""type"": ""Point""}","-27.462323000000023, 153.029171",4
4295,TICKETLESS METER MULTISPACE,SHEEHAN ST,MILTON,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3.45,,Sheehan St between Gordon St & End in Milton,10,0,,153.003212,-27.470333,4000238,16.75,420,"{""coordinates"": [153.003212, -27.47033299999999], ""type"": ""Point""}","-27.47033299999999, 153.003212",10
4415,TICKETLESS METER MULTISPACE,CHESTER ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Chester St between Croft Lane & Leopold St in Newstead,4,0,,153.040682,-27.45399,4000587,,421,"{""coordinates"": [153.04068200000003, -27.453989999999997], ""type"": ""Point""}","-27.453989999999997, 153.04068200000003",4
4416,TICKETLESS METER MULTISPACE,ALDEN ST,FORTITUDE VALLEY,3,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Alden St in Fortitude Valley,7,0,,153.034475,-27.455913,4000360,,422,"{""coordinates"": [153.034475, -27.455912999999992], ""type"": ""Point""}","-27.455912999999992, 153.034475",7
4417,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",4.95,,Herston Road between & Victoria Park Golf Complex in Herston,12,0,,153.024285,-27.449527,4000416,,423,"{""coordinates"": [153.024285, -27.44952700000001], ""type"": ""Point""}","-27.44952700000001, 153.024285",12
4418,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",4.95,,Herston Road between & Victoria Park Golf Complex in Herston,15,0,,153.023438,-27.449328,4000416,,424,"{""coordinates"": [153.023438, -27.449328000000012], ""type"": ""Point""}","-27.449328000000012, 153.023438",15
4419,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",4.95,,Herston Road between Wyndham St & RBH Medical School Access in Herston,9,0,,153.023029,-27.449045,4000416,,425,"{""coordinates"": [153.023029, -27.449045000000012], ""type"": ""Point""}","-27.449045000000012, 153.023029",9
4420,TICKETLESS METER MULTISPACE,HERSTON RD,HERSTON,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",4.95,,Herston Road between Wyndham St & RBH Medical School Access in Herston,10,0,,153.023784,-27.449266,4000416,,426,"{""coordinates"": [153.023784, -27.449265999999994], ""type"": ""Point""}","-27.449265999999994, 153.023784",10
4421,TICKETLESS METER MULTISPACE,CHESTER ST,TENERIFFE,1,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",6.85,,Chester St between Arthur St & Doggett St in Teneriffe,6,0,,153.042413,-27.455445,4000525,,427,"{""coordinates"": [153.04241299999998, -27.455445], ""type"": ""Point""}","-27.455445, 153.04241299999998",6
4422,PAY BY MOBILE APP ONLY,CREEK ST,BRISBANE CITY,3,BUS ZONE 6AM-7PM MON-FRI TOWAWAY,7 DAYS,"7PM-10PM MON-FRI, 7AM-7PM SAT-SUN",Zone 1,,3.7,"Creek St between Queen St & Adelaide St, Brisbane City",6,0,,153.02835,-27.46683,4000894,,428,"{""coordinates"": [153.02835, -27.466830000000005], ""type"": ""Point""}","-27.466830000000005, 153.02835",6
4423,PAY BY MOBILE APP ONLY,CREEK ST,BRISBANE CITY,3,NO STOPPING 3PM-7PM MON-FRI,7 DAYS,"7AM-3PM, 7-10PM MON-FRI, 7AM-7PM SAT-SUN",Zone 1,6.85,3.7,"Creek St between Queen St & Adelaide St, Brisbane City",2,0,,153.02796,-27.46642,4000888,,429,"{""coordinates"": [153.02796, -27.466420000000014], ""type"": ""Point""}","-27.466420000000014, 153.02796",2
4425,TICKETLESS METER MULTISPACE,FLORENCE ST,TENERIFFE,3,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",4.95,,Florence St between Commercial Rd & Vernon Tce in Teneriffe,9,0,,153.048856,-27.455525,4000537,,430,"{""coordinates"": [153.04885599999997, -27.455525000000012], ""type"": ""Point""}","-27.455525000000012, 153.04885599999997",9
4426,TICKETLESS METER MULTISPACE,FLORENCE ST,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3.45,,Florence St between Dath St & Ethel St in Teneriffe,4,0,,153.047932,-27.454614,4000531,,431,"{""coordinates"": [153.047932, -27.454613999999996], ""type"": ""Point""}","-27.454613999999996, 153.047932",4
4427,TICKETLESS METER MULTISPACE,FLORENCE ST,TENERIFFE,1,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",4.95,,Florence St between Ethel St & Vernon Tce in Teneriffe,10,0,,153.049023,-27.455464,4000536,,432,"{""coordinates"": [153.049023, -27.455464], ""type"": ""Point""}","-27.455464, 153.049023",10
4428,PAY BY MOBILE APP ONLY,ETHEL ST,TENERIFFE,3,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",4.95,,Ethel St between Vernon Tce & Florence St in Teneriffe,15,0,,153.048773,-27.454878,4000535,,433,"{""coordinates"": [153.048773, -27.454877999999997], ""type"": ""Point""}","-27.454877999999997, 153.048773",15
4429,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,2,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",4.95,,Vernon Tce between Florence St & Ethel St in Teneriffe,10,0,,153.049685,-27.455122,4000534,,434,"{""coordinates"": [153.049685, -27.455121999999996], ""type"": ""Point""}","-27.455121999999996, 153.049685",10
4430,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3.45,,Vernon Tce between Ethel St & Dath St in Teneriffe,6,0,,153.049016,-27.453809,4000533,,435,"{""coordinates"": [153.049016, -27.453808999999996], ""type"": ""Point""}","-27.453808999999996, 153.049016",6
4431,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3.45,,Vernon Tce between Dath St & Commercial Rd in Teneriffe,6,0,,153.048614,-27.453202,4000533,,436,"{""coordinates"": [153.048614, -27.45320200000001], ""type"": ""Point""}","-27.45320200000001, 153.048614",6
4432,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3.45,,Vernon Tce between Commercial Rd & Macquarie St in Teneriffe,10,0,,153.048885,-27.453326,4000533,,437,"{""coordinates"": [153.048885, -27.453325999999993], ""type"": ""Point""}","-27.453325999999993, 153.048885",10
4433,TICKETLESS METER MULTISPACE,VERNON TCE,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3.45,,Vernon Tce between Ethel St & Florence St in Teneriffe,6,0,,153.049822,-27.455085,4000539,,438,"{""coordinates"": [153.049822, -27.455085], ""type"": ""Point""}","-27.455085, 153.049822",6
4435,TICKETLESS METER MULTISPACE,DATH ST,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 2, 15 min free",3.45,,Dath St between Vernon Tce & Florence St in Teneriffe,16,0,,153.048364,-27.45404,4000531,,439,"{""coordinates"": [153.048364, -27.454039999999992], ""type"": ""Point""}","-27.454039999999992, 153.048364",16
4436,TICKETLESS METER MULTISPACE,DATH ST,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,"Zone 2, 15 min free",3.45,,Dath St between Florence St & Vernon Tce in Teneriffe,17,0,,153.048392,-27.453883,4000532,16.75,440,"{""coordinates"": [153.048392, -27.45388300000001], ""type"": ""Point""}","-27.45388300000001, 153.048392",17
4437,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Commercial Rd between Vernon Tce & Florence St in Teneriffe,3,0,,153.047818,-27.453266,4000530,,441,"{""coordinates"": [153.047818, -27.45326600000001], ""type"": ""Point""}","-27.45326600000001, 153.047818",3
4438,PAY BY MOBILE APP ONLY,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Commercial Rd between Vernon Tce & Florence St in Teneriffe,1,0,,153.047016,-27.454019,4000530,,442,"{""coordinates"": [153.047016, -27.45401900000001], ""type"": ""Point""}","-27.45401900000001, 153.047016",1
4439,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Commercial Rd between Commercial Rd & Vernon Tce in Teneriffe,11,0,,153.047562,-27.453333,4000529,18.25,443,"{""coordinates"": [153.047562, -27.453333000000022], ""type"": ""Point""}","-27.453333000000022, 153.047562",11
4440,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Commercial Rd between Commercial Rd & Helen St in Teneriffe,6,0,,153.046162,-27.454072,4000528,,444,"{""coordinates"": [153.046162, -27.454072000000018], ""type"": ""Point""}","-27.454072000000018, 153.046162",6
4441,TICKETLESS METER MULTISPACE,HELEN ST,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Helen St between Vernon Tce & Commercial Rd in Teneriffe,15,0,,153.04721,-27.452446,4000527,18.25,445,"{""coordinates"": [153.04721000000004, -27.452446], ""type"": ""Point""}","-27.452446, 153.04721000000004",15
4442,TICKETLESS METER MULTISPACE,HELEN ST,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Helen St between Vernon Tce & Commercial Rd in Teneriffe,9,0,,153.046135,-27.453549,4000527,18.25,446,"{""coordinates"": [153.046135, -27.45354900000001], ""type"": ""Point""}","-27.45354900000001, 153.046135",9
4443,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Commercial Rd between Wyandra St & Helen St in Teneriffe,8,0,,153.045228,-27.45382,4000522,,447,"{""coordinates"": [153.045228, -27.45382000000001], ""type"": ""Point""}","-27.45382000000001, 153.045228",8
4444,TICKETLESS METER MULTISPACE,HELEN ST,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Helen St between Commercial Rd & Vernon Tce in Teneriffe,10,0,,153.047027,-27.452433,4000527,18.25,448,"{""coordinates"": [153.047027, -27.452433], ""type"": ""Point""}","-27.452433, 153.047027",10
4445,TICKETLESS METER MULTISPACE,WYANDRA ST,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Wyandra St between Skyring Tce & Commercial Rd in Teneriffe,12,0,,153.046537,-27.451707,4000520,18.25,449,"{""coordinates"": [153.04653700000003, -27.451707000000003], ""type"": ""Point""}","-27.451707000000003, 153.04653700000003",12
4446,TICKETLESS METER MULTISPACE,WYANDRA ST,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Wyandra St between Skyring Tce & Commercial Rd in Teneriffe,14,0,,153.045175,-27.45308,4000520,18.25,450,"{""coordinates"": [153.045175, -27.453079999999986], ""type"": ""Point""}","-27.453079999999986, 153.045175",14
4447,TICKETLESS METER MULTISPACE,WYANDRA ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Wyandra St between Commercial Rd & Longland St in Newstead,9,0,,153.044788,-27.453253,4000565,18.25,451,"{""coordinates"": [153.04478799999998, -27.453252999999986], ""type"": ""Point""}","-27.453252999999986, 153.04478799999998",9
4448,TICKETLESS METER MULTISPACE,WYANDRA ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Wyandra St between Commercial Rd & Longland St in Newstead,13,0,,153.045889,-27.452178,4000566,18.25,452,"{""coordinates"": [153.045889, -27.452178000000007], ""type"": ""Point""}","-27.452178000000007, 153.045889",13
4449,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Longland St between Wyandra St & Masters St in Newstead,24,0,,153.0459,-27.451591,4000563,18.25,453,"{""coordinates"": [153.0459, -27.451591000000004], ""type"": ""Point""}","-27.451591000000004, 153.0459",24
4452,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Longland St between Kyabra St & Stratton St in Newstead,4,0,,153.042517,-27.451067,4000563,18.25,454,"{""coordinates"": [153.042517, -27.45106699999999], ""type"": ""Point""}","-27.45106699999999, 153.042517",4
4453,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Longland St between Ann St & Wyandra St in Newstead,6,0,,153.042671,-27.450971,4000563,18.25,455,"{""coordinates"": [153.042671, -27.45097100000002], ""type"": ""Point""}","-27.45097100000002, 153.042671",6
4454,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Longland St between Ann St & Wyandra St in Newstead,7,0,,153.043072,-27.451027,4000845,,456,"{""coordinates"": [153.043072, -27.45102700000001], ""type"": ""Point""}","-27.45102700000001, 153.043072",7
4455,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Longland St between Ann St & Wyandra St in Newstead,5,0,,153.044433,-27.451236,4000845,,457,"{""coordinates"": [153.044433, -27.451236000000023], ""type"": ""Point""}","-27.451236000000023, 153.044433",5
4456,TICKETLESS METER MULTISPACE,LONGLAND ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Longland St between Gasworks Lane & Wyandra St in Newstead,15,0,,153.045298,-27.451372,4000845,,458,"{""coordinates"": [153.045298, -27.451372000000003], ""type"": ""Point""}","-27.451372000000003, 153.045298",15
4457,TICKETLESS METER MULTISPACE,MASTERS ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Longland St between Gasworks Lane & Wyandra St in Newstead,3,0,,153.044791,-27.451651,4000570,18.25,459,"{""coordinates"": [153.044791, -27.451650999999984], ""type"": ""Point""}","-27.451650999999984, 153.044791",3
4458,TICKETLESS METER MULTISPACE,WYATT ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Wyatt St between End & Masters St in Newstead,4,0,,153.04498,-27.452549,4000567,18.25,460,"{""coordinates"": [153.04498, -27.452549], ""type"": ""Point""}","-27.452549, 153.04498",4
4459,TICKETLESS METER MULTISPACE,MASTERS ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Wyatt St between End & Masters St in Newstead,3,0,,153.044428,-27.453508,4000569,,461,"{""coordinates"": [153.044428, -27.453508], ""type"": ""Point""}","-27.453508, 153.044428",3
4460,TICKETLESS METER MULTISPACE,MASTERS ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Masters St between Commercial Rd & Longland St in Newstead,11,0,,153.04433,-27.45334,4000830,,462,"{""coordinates"": [153.04433, -27.453339999999997], ""type"": ""Point""}","-27.453339999999997, 153.04433",11
4461,TICKETLESS METER MULTISPACE,MASTERS ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Masters St between Commercial Rd & Longland St in Newstead,12,0,,153.044618,-27.451876,4000569,,463,"{""coordinates"": [153.044618, -27.45187600000001], ""type"": ""Point""}","-27.45187600000001, 153.044618",12
4463,TICKETLESS METER MULTISPACE,DOGGETT ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Doggett St between Longland St & Commercial Rd in Newstead,7,0,,153.043681,-27.452475,4000571,,464,"{""coordinates"": [153.043681, -27.452474999999986], ""type"": ""Point""}","-27.452474999999986, 153.043681",7
4464,TICKETLESS METER MULTISPACE,DOGGETT ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Doggett St between Commercial Rd & Longland St in Newstead,12,0,,153.043528,-27.4526,4000572,18.25,465,"{""coordinates"": [153.043528, -27.45260000000002], ""type"": ""Point""}","-27.45260000000002, 153.043528",12
4466,TICKETLESS METER MULTISPACE,KYABRA ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Doggett St between Commercial Rd & Longland St in Newstead,10,0,,153.042918,-27.45161,4000573,18.25,466,"{""coordinates"": [153.042918, -27.451610000000002], ""type"": ""Point""}","-27.451610000000002, 153.042918",10
4467,TICKETLESS METER MULTISPACE,KYABRA ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Kyabra St between Longland St & Commercial Rd in Newstead,9,0,,153.042773,-27.452319,4000573,18.25,467,"{""coordinates"": [153.042773, -27.452319000000006], ""type"": ""Point""}","-27.452319000000006, 153.042773",9
4469,TICKETLESS METER MULTISPACE,KYABRA ST,NEWSTEAD,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Kyabra St between Commercial Rd & Longland St in Newstead,6,0,,153.042827,-27.451449,4000574,,468,"{""coordinates"": [153.042827, -27.451449], ""type"": ""Point""}","-27.451449, 153.042827",6
4470,TICKETLESS METER MULTISPACE,COMMERCIAL RD,NEWSTEAD,2,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Commercial Rd between Stratton St & Kyabra St in Newstead,3,0,,153.042313,-27.453119,4000578,,469,"{""coordinates"": [153.042313, -27.453119000000015], ""type"": ""Point""}","-27.453119000000015, 153.042313",3
4471,TICKETLESS METER MULTISPACE,STRATTON ST,NEWSTEAD,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Stratton St between Longland St & Commercial Rd in Newstead,8,0,,153.041986,-27.451543,4000576,,470,"{""coordinates"": [153.041986, -27.45154299999999], ""type"": ""Point""}","-27.45154299999999, 153.041986",8
4473,TICKETLESS METER MULTISPACE,STRATTON ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Stratton St between Commercial Rd & Longland St in Newstead,4,0,,153.04186,-27.451535,4000575,18.25,471,"{""coordinates"": [153.04186, -27.45153500000001], ""type"": ""Point""}","-27.45153500000001, 153.04186",4
4474,TICKETLESS METER MULTISPACE,HELEN ST,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Helen St between Commercial Rd & Vernon Tce in Teneriffe,5,0,,153.045803,-27.453694,4000527,18.25,472,"{""coordinates"": [153.045803, -27.453694], ""type"": ""Point""}","-27.453694, 153.045803",5
4480,TICKETLESS METER MULTISPACE,ARTHUR ST,TENERIFFE,4,NONE,MON-FRI,8AM-5PM,"Zone 1, 15 min free",4.5,,Arthur St between Chester St & Commercial Rd in Teneriffe,6,0,,153.044647,-27.454048,4000523,,473,"{""coordinates"": [153.044647, -27.454048000000025], ""type"": ""Point""}","-27.454048000000025, 153.044647",6
4481,TICKETLESS METER MULTISPACE,COMMERCIAL RD,TENERIFFE,4,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Commercial Rd between Arthur St & Doggett St in Teneriffe,8,0,,153.044511,-27.453795,4000521,,474,"{""coordinates"": [153.044511, -27.453795000000017], ""type"": ""Point""}","-27.453795000000017, 153.044511",8
4482,TICKETLESS METER MULTISPACE,DOGGETT ST,TENERIFFE,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Doggett St between Commercial Rd & Chester St in Teneriffe,4,0,,153.043097,-27.45407,4000538,18.25,475,"{""coordinates"": [153.04309700000002, -27.45407000000001], ""type"": ""Point""}","-27.45407000000001, 153.04309700000002",4
4483,PAY BY MOBILE APP ONLY,ARTHUR ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Arthur St between James St & Brunswick St in Fortitude Valley,16,0,,153.03901,-27.459966,4000391,18.25,476,"{""coordinates"": [153.03901000000002, -27.45996599999999], ""type"": ""Point""}","-27.45996599999999, 153.03901000000002",16
4486,TICKETLESS METER MULTISPACE,PROE ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Proe St between Leopold St & Doggett St in Newstead,6,0,,153.041699,-27.453844,4000581,18.25,477,"{""coordinates"": [153.041699, -27.453844000000007], ""type"": ""Point""}","-27.453844000000007, 153.041699",6
4487,TICKETLESS METER MULTISPACE,LEOPOLD ST,NEWSTEAD,3,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",6.85,,Leopold St between Proe St & Chester St in Newstead,3,0,,153.041403,-27.453883,4000582,,478,"{""coordinates"": [153.041403, -27.45388300000001], ""type"": ""Point""}","-27.45388300000001, 153.041403",3
4488,TICKETLESS METER MULTISPACE,CHESTER ST,NEWSTEAD,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Chester St between Leopold St & Doggett St in Newstead,7,0,,153.041586,-27.454759,4000584,18.25,479,"{""coordinates"": [153.04158599999997, -27.45475900000001], ""type"": ""Point""}","-27.45475900000001, 153.04158599999997",7
4489,TICKETLESS METER MULTISPACE,DOGGETT ST,FORTITUDE VALLEY,3,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Doggett St between Chester St & Wandoo St in Fortitude Valley,19,0,,153.041243,-27.456301,4000380,,480,"{""coordinates"": [153.041243, -27.456301], ""type"": ""Point""}","-27.456301, 153.041243",19
4490,TICKETLESS METER MULTISPACE,ROBERTSON ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Robertson St between End & Light St in Fortitude Valley,10,0,,153.038977,-27.458443,4000383,18.25,481,"{""coordinates"": [153.03897699999996, -27.458443], ""type"": ""Point""}","-27.458443, 153.03897699999996",10
4491,TICKETLESS METER MULTISPACE,ROBERTSON ST,FORTITUDE VALLEY,12,NONE,MON-FRI,7AM-7PM,"Zone 1, 15 min free",4.5,,Robertson St between Brunswick St & James St in Fortitude Valley,10,0,,153.037903,-27.459543,4000383,18.25,482,"{""coordinates"": [153.03790300000003, -27.459542999999996], ""type"": ""Point""}","-27.459542999999996, 153.03790300000003",10
4492,TICKETLESS METER MULTISPACE,HARRISON LN,FORTITUDE VALLEY,3,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Harrison Lane between Martin St & Ivory St in Fortitude Valley,13,0,,153.036228,-27.460575,4000387,,483,"{""coordinates"": [153.03622799999997, -27.460575000000006], ""type"": ""Point""}","-27.460575000000006, 153.03622799999997",13
4494,TICKETLESS METER MULTISPACE,WANDOO ST,FORTITUDE VALLEY,3,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Wandoo St between Doggett St & Ann St in Fortitude Valley,9,0,,153.039191,-27.45489,4000378,,484,"{""coordinates"": [153.039191, -27.454889999999995], ""type"": ""Point""}","-27.454889999999995, 153.039191",9
4495,TICKETLESS METER MULTISPACE,BRIDGE ST,FORTITUDE VALLEY,3,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Bridge St between Wickham St & End in Fortitude Valley,9,0,,153.035686,-27.454536,4000398,,485,"{""coordinates"": [153.035686, -27.45453600000002], ""type"": ""Point""}","-27.45453600000002, 153.035686",9
4496,TICKETLESS METER MULTISPACE,SYMES ST,BOWEN HILLS,2,NONE,7 DAYS,"7AM-7PM,7PM-10PM(MON-FRI),7AM-7PM(SAT,SUN)","Zone 1, 15 min free",6.85,3.7,Brewers St at Symes St in Bowen Hills,5,0,,153.033719,-27.453013,4000490,,486,"{""coordinates"": [153.033719, -27.453013000000002], ""type"": ""Point""}","-27.453013000000002, 153.033719",5
